review,rating
"A superb book, a mush have for all fans of Steve Jobs !!!. This book can change the way we think about life and business. Very motivating !!! !Three cheers! to Steve Jobs for helping  Walter Isaacson tow rite this book ....",5
"It is not just a book. it is much more than that. it is extremely valuable and i must say Walter Isaacson has acomplished a great task portraying the life of a person who believed and demonstrated...""if you are not busy being born, you are busy dying"". it gives deep insight into the life of an individual who gave precious gifts to mankind and made a dent in the universe and whose life was an epitome of perfect blend of creativity and technology. ilove it.",5
This book turned out to be so well written and well documented that the entire trace of Steve Jobs life can be seen.I am in just awe inspiring love with this book.Just a suggestion: Do one thing is underline those facts and methods that Steve Jobs uses of believes which are also present in you. You will get a clear vision about it.,5
"Steve is an absolute control freak..!! He is always right! Its tough when you come across such guys in real life but its just beautiful when you read about him.. A man with unlimited conflicts... !A Textbook Narcissist, self destructive and a phoenix!Book was well written with attention to detail in every aspect.Flipkart is just awesome and i love it!",5
"HiDont you have the Habit of reading books?? ?......Purchase this book you will never leave reading :-). This book gives a very good insight on what Steve Jobs was and his Journey in making Apple a world class company.Hats off Walter. His books are always pleasure to read. SImple, interesting and keeps you hooked on to the book till you finish it.Dont miss it guys. Grab one today.",5
"I am not a not an apple fanatic or an admirer of Jobs. I read this book to know more about him. Isaacson has penned this biography very well. The book describes the growth of silicon valley and the IT giants.The book is very balanced and gives an unbiased sketch of jobs.Informative and well written, includes some really rare photographs.This book is a good read. Those who don't like biographies should try this one.",5
"As Everyone does, I should also start with saying something about the flipkart delivery, they are awesome I got this game delivered real quick.An Amazingly written Book, once you start reading, you just want to go on & on & on. From cover to the content written in it everything is just so AWESOME (as Apple). People who are fond of reading should definitely buy this Book for their Study.",5
"Most inspiring book i have ever read. Indeed he was greatest CEO of all times.Everybody can learn something from this book,it clearly shows how  innovation works.Very Incisively written,A must have for all entrepreneurs.",5
A good  account of a genius  with his  plus and minus points.Gives good insight of  what he did and his aim was.It put  in proper perspective his relation with Bill Gates which is often  misrepresented or misunderstood.Worth reading.,5
Why do i recommend to read this book?1. A great delivery service by flipkart.2. A great packaging by flipkart.3. Simple language used by Mr. Walter.4. A great collection of hand picked photographs of Mr. Jobs. Really a collection to cherish.5. I literally watched each and every video of significant event after completion of the chapter.6. Straight forward thoughts about Mr. Jobs nature.7. Must have in your books collection.,5
"Its like a rational journalist's version of a story - unbiased and undeterred by flaunting gestures to the man who created a cult revolution in the music and computing industry. In a way, the book has been written in a way to make one wonder if Walter Isaacson had ink and a knife in his desk while writing the book.",5
"Steve Jobs was an important tech leader in the current age. Walter Isaacson writes a balanced biography using unprecedented access to Jobs. What a combination! I highly recommend this book to anyone who wants to learn about Steve Jobs, Pixar, Apple and get a glimpse of why the company makes great products.I admire Jobs for his achievements, but not for his character.",5
"Amazing book,describes the life of one of the greatest men of the century with great detail. The best part about this book is that gives a true and honest impression of Steve Job's life. MUST READ for everyone.",5
This book is amazingly written by Walter Isaacson. You will receive a great knowledge on Steve’s work passion…pushing the people to their extremes to get out the best of them. Though he was sometimes evil to some people….which comes from his passion to make the product simple and complete with a great tied up between best of art and technology. He was crazy about his work and brutally honest and ruthless to people.,5
"This book must be read by everyone. Jobs was not at all interested in Philanthropy, but he made contribution to 6 different industry which no other philanthropist could do. When he asked pastor do god know about people dying in Africa and when he got an answer yes God knows everything from pastor Jobs reply was then I don't have anything to ask/prayer to such a God. This was an amazing thought. I liked it when he gave bottle of icewater to Bill Gates at an interview.",5
"The book does not need any review or rating.Its simply perfect.Those who love Apple and Steve, its an epic.Those who dont.........will never understand it.Along with this book I would recommend to read ""ICON STEVE JOBS : The Greatest Second Act In The History Of Business"" also.It will take you to some more and interesting and unbiased chapters of Steve's life as its an unauthorised biography for which Steve tried to sue the publishers to ban it.Enjoy people..........happy reading.",5
"One of the best biographies that I have read. Steve is no God, he falters, is nasty at times but is inquisitive, is creative and has a brilliant knack for perfection. At many places you can see incidents in Steve's life that mirror those in our own lives. The books is a journey. Its money well invested. Stay Hungry, Stay Foolish",5
"This is one biography you shouldn't miss. This book gives a good picture about how Steve Jobs viewed life. After I started reading this book I learned that he's one person who tried many things in life, his experiences with successes and failures, how failures affected him, what kept him going in tough times. It is a touching story in a different sort of way. A good read.",5
"I am a fan of Steve Jobs. So, when the news about his book came, I was happy. Even if I had to pay Rs. 799 for this book, I would have bought it. I finished reading the book and I am glad I did. I knew that to make things simple is not an easy job, but what actually goes through in making things really simple is what the book will tell you. Read it slowly and read it chapter wise to get the feel of what he his, please don't jump to later chapters without finishing the earlier ones.",5
What this book does is to dissect Steve Job's journey in an episodical fashion. The story is not alien to any but the treatment of the author is definitely better than usual biographies. Don't be discuraged by the size of the book - once you set in - it tranfers you to a different world and it has a pacy lyrical quality ...,5
Could not put it down since the day it got delivered. The magic begins right from the cover photo itself. Classy black and white mugshot of the man himself. Isaacson has done a great job of going into technical detail yet keeping the content interesting. For all non-techies also this is a book you must own.,5
"THE ULTIMATE BOOK, EVEN STEVE WOULD LOVE TO READ THIS....IT CONSISTS OF SOME INVALUABLE PHOTOS RELATING TO STEVE, WHICH YOU WON'T FIND ANYWHERE ELSE.A MUST READ BOOK FOR THOSE WHO LOVED STEVE, LOVED APPLE PRODUCTS AND LOVE THE WAY STEVE WORKED N LIVED HIS LIFE.",5
"The life of Great Steve Jobs and his experience essayed in a wonderful manner. Dream Big and never be satisfied just by small success. Strive big is what you learn from this book. Just like all apple product come with wonderful design, this book too maintain its legacy of design.A must read for all who want to maintain their iDream.",5
It's awesome experience with flipkart. After reading this book it reminds me how passionate Steve was. He's my ideological father from beginning since i bought iPhone 4 & get my hands on it. It experienced like a phone came from haven. Its amazing to read How perfectionist Steve was. Steve's biography truly inspired me as an MBA student how to get most out of your business.,5
"A great book by Walter Isaacson on the life of Steve Jobs. Its an unflinching tale of the life of Steve Jobs, who dreamed of changing the world. And he did. Its an unbiased biography offering great insights and gets you more acquainted with the mannerisms and conduct of Steve Jobs. You just have to read this book.",5
"I could connect with the book in a way that has not happened in a very long time. He was a class act. He took great care in making his products, products which billions use everyday, products which affect lives and lifestyle. Almost like he was taking care of us in an indirect way. By the way that's good enough philanthropy. The book is insightful, heart-warming and thrilling to say the least. You want to rush to end, but then don't want it to end when it does actually end.",5
Walter Issacson did a good job of keeping all the slides of Steve Jobs in an orderly way resulting in a good readable form.All the events take us to the first days of personal computing Age. Every must read and know how the development of Computing came from Mac -> Windows & iPod-> iPhone-> iPad.very Interesting to Read.,5
best book & its a must read book.all youngsters are advised to read this book and know success in life doesnt come only from education or degree...so dont equate success in life to educational success.this book not only gives insight to jobs life but a good way of leadership.must possess this book frens,5
"The reason Steve was able get people so excited about all things Apple, was because he himself felt that way. I bought my first macbook pro when I started working on my research thesis at the University of Auckland, and before that I had owned a iPOD classic! Each of the gadgets was so much more than a piece of equipment to me; they were and still are my most valued possessions.",5
"so happy that i got this book!even though my purchase was triggered by me being a Jobs Apple fan but the distinct narration style of the author brings alive the late 70s and early 80s.the happenings come to life as you read them.maybe had i read a book like like this some 10 yrs back i just might have headed the entrepreneurial road.awesome reading.STAY HUNGRY,STAY FOOLISH....R I P STEVEN PAUL JOBS",5
"One of the finest books I've ever read. The author takes you through much detailed account of Steve's life; His spiritual quest, his stubbornness, his failures and his second coming! Truly,the journey is the reward!After reading this, you will understand that Steve was not perfect. But it will give you an important insight; There is perfection in imperfection! And that's what zen Buddhism is all about.5/5 stars. A must read!",5
"Here is a biography that is different, bringing the traits of a creative genius like Steve Jobs. One can feel the speciality and traits of Steve Jobs one read through, chapter after chapter. I would consider this book as a 'must read' for people who love that creative zeal. With big fonts and hard binding, it adds ease of reading and handling for the elders.Walter Isaccson has done it again. This book definitely is a tribute to Steve Jobs and a feast to the readers.",5
"The book starts from the authors note saying how he began writing the book. It goes with stevejobs birth,his parents and how he developed interest on electronics.Gives all the information on inside apple issues and the background behind developing the most innovative products. Photographs are pretty good,wish they had included more. Readers who dont know anything about apple may find difficulty in relating events.",5
first of all thumbs up for flipkart's timely service. the book arrived before time and its very cheap as compared to its printed price.,5
"Walter Isaacson has captured the way Jobs life was. The sections I loved most are his views right from IBM to Microsoft to Bill Gates  to people who worked with him. His way of classifying anything or anyone into best or crap, insanely great or shit head.If you like Jobs, it will be an adventure, a journey with him. you will learn about his views, the artistic skills, getting things done, changing and revolutionizing the industry.A big book worth reading every page.",5
"After reading a good review for this book. Today I also brought the same for myself. Nice printing, good font, highly visible. looking forward to read.",5
"The book by Walter Isaacson is a Study of Universe within a Beast of Perfection Passionate about Perfection. A true Perfectionist and a Dexterous Inventor, a Universe with Infinity of Ideas and Energy. Along with an Endless Fight with World, Loved Ones, even Himself. 'A Master Of All'. A Pied Piper taking the Consumers (Mouse) to the 'I' World (Cheese). Truly Father of Business with Vision of Machiavelli.",5
"A balanced portrait of a complicated and compelling man.REMOVING the sleeve reveals a book that is entirely white, except for the names of its author and subject in elegant black type on the spine. It is the perfect design for the biography of a man who insisted that even the innards of his products be exquisitely crafted, and that his factory walls gleam in the whitest white.Mr Isaacson offers new perspectives.",5
"Excellent book for Steve Jobs' desciples! I see him as one of my role models and I would say this book is brilliantly narrated and showcases both the beautiful and ugly side of him. If you are fond of reading biographis I would suggest you to pick it on your wishlist and start reading!I preordered the book on Flipkart a day before it was released and on the day of release I had a book at my doorstep. Flipkart, you guys rock! Keep it up.",5
"The book portrays about his childhood till iResign clearly with no hidden truths as steve wanted it to be.Besides all his ruthless behavior, shuns, perfectionism, advanced technology,user friendly devices, rude response,humor,distortion field the reason for his success is ""make a product which even one of our employees love to buy and use with pride"".which is rarely seen in other Orgs.",5
Steve jobs enjoys the privilege of being one of the greatest person who walked on this planet earth and walter isaacson is the perfect official biographer for him being the same of Einstein and Benjamin Franklin. Author no-where tries to become evangelist or promoter of steve jobs/apple (such trend is often seen in recent biographical books of many tycoons).,5
"The book was as brilliant as I expected. It is written in very intimate and revealing style. If you want to anything about Steve Jobs then there can be no better book than this. Go for it. Although it is a big book (600 pages), you never feel bored. It tells the story of Steve Jobs from his child-hood to his last days. Once I started to read this book I was just hooked to it. I am a slow reader and took one week to complete it. You will be able to find real Steve Jobs after reading this book.",5
"First of all,Thanks to Flipkart for the prompt Delivery.I was Impressed with the First Line in the Book ""The People Who are crazy enough to think they can change the world are the ones who do"". And that says it all about the Great man.All credits to Walter Isaacson for his efforts to Publish this book.",5
"One of the best Biography I have read in recent times...Stay Hungry,Stay Foolish.I think it was Johny I've who described Steve best, according to him Steve was so direct, abrasive and rude because he was the most sensitive. I know it's a paradox in itself but during the course of the book u realize how true it is.",5
Thank you flipkart for the timely delivery. i was amazed at the quality of service and delivery of your service. I have ordered the book for my friend as a birthday gift and it delivered in an excellent way. Packing was perfect and no damages. My friend was floored by the classy and elegant look of the book. It is a must read for everyone.. Kudos to flipkart ! !,5
This book is for everyone who believes in himself and follows his heart.Walter Isaacson has done an excellent job in depicting the way Steve was living through out his life. You can feel the way Steve lived all through his life. Very intense person and did not compromise his values at any cost.Steve was always energetic and was pushing his team to excel. Steve was always living in the FUTURE he had Created for himself.,5
"Once of the finest written Autobiography, of a Person who is known only by 'How HE has changed the world'.A must read, for all who wants to understands How simplicity can create the most beautiful and innovative products.--Stay Hungry, Stay Foolish---",5
"its getting over me!!! Steve Jobs!!! i am long sessions with steve  as if he is alive and m just talking to him and lemme tell you ull have him in your dreams after reading the book!! (for sure) ...... three things which made stevePassionattitudevisionand one bonus steve's reality distortion field! !and yes Thank you FLIPKART!!! you people are doing great ""JOB""",5
"I received it on the 25 Oct. Being my first biography this is totally awesome and also at a great price. I pre-ordered it and received it on the day it released. If you are a Steve Jobs fan or you consider him as your role model, i do, then it is a must have.Go for it! #RIPSteveJobs",5
Guyz the book is Excellent !! A master piece from Isaacson.... The book is well written and well researched. we got to know some Life Fact's of Jobs... And it was a great service from Flipkart......!!! !,5
"I was disappointed with this book. Many of us were expecting this book to reveal the style and working of the great man, his philosophy his inner thoughts. It instead claims that Steve was a products of many things. This books felt like a disappointment to me. It certainly is well written; greatly researched and perhaps presents numerous new facts of Steve's life. But it fails to capture Steve's soul!!",5
This book gives a clear account of the ups and downs in Steve Jobs' life...And you can almost visualize how the apple products came into existence. Never really felt boring at any point of time...,5
Awesome book.Must read.,5
"this book has kept me captivated till the end. If you want to dig deeper into life of one of the most iconic entrepreneur of our time...this is a must read.Two things i have learned form this book, the importance of focus, and importance of meditation .",5
book quality is good..,5
"Best book I have read till date. If you're reading this review, buy this book and please read it. After you do, you will come back here and thank me.",5
"Life of jobs was hard.He has a lot ups and down in his life.Although this book was a complete package, nothing missed out...",5
"I am delighted to read this book. A true eye openeer and a MUST read. Highly recommended for anyone who needs direction in life. And also for us, who dont believe in ""Only education can make you intelligent""",5
The book is excellent and great. But I am very disappointed with the book quality. The printing quality is very bad and the font size is also very small. I am very  sad because of this,5
Superb book and its language is nice . I love this book 😘😘😘,5
salute,5
Best biography i have read....,5
"This is a life changing book.It teaches us if we want to be something,no one can stop you.Just think unique and work passionately .Thanks Steve",5
Truly inspiring book....!,5
A good book to read,5
One of the best biographies.,5
Even if the book was not plastic sealed....still I got it in the best condition possible!,5
Awesome book! Read it,5
Very nice,5
Must read,5
Inspiring story. Must read for people who wants to start something of their own.,5
Amazing and so inspiring... I am his fan now..... He was such an amazing guy...! You learn a lot,5
Very good book...,5
"Such a profound biography, it's just amazing. ?☺",5
happy that i bought this and book is outstanding. flipkart as usual perfect,5
i am a person who is lazy to read books but i started this one  i realized books are another medium of motivation...so im recommending this one..awesome work done by writer,5
"its just awsm, we are no one to say any thing about this book. its not only about steve jobs its about the god of tech world.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !",5
"I love Steve Jobs. As a man he was everything. He made the worst mistakes and the best desicions a person can make all in 1 lifetime. This book has highlighted him as human , as a person amongst us.i Have never read a more inspiring story of a man ever.",5
"steve jobs facing lot of problems and also succeed in life. Every Person in the world steven is one of the example. Every day and every second we are always ready for facing problems ""This is the Life"".",5
The book doesn't need a review as it is a biography if u like steve jobs and want to know more about his life then buy it. I am reading this book and it is amazing. Steve Job is a genius. This book is really long but still is very interesting. BUY IT IF YOU CAN !!!!!!!! !,5
"A great leader who doesnt compromise on what he needs, ""Customers doesnt know what they need"" and ""great artists doesnt copy they steal"". Author writing is so unique that he doesnt pass his judgment and keeps you thrilled through out the book. Dont think that you cant read it becuase of the volume of the volume of the book.",5
"I was waiting for this book from a long time.A story of a legend.He is an iconic leader with a watermark of success, Steve Jobs has done it all, someone everyone should look up to and can be proud of, he will be missed always.Regards",5
As far as Book is considered people are giving 5 star rating because it is a book on Steve Jobs.. but as i have read icon too parts of Steve`s life is repetitive but the book differs due people interviewed and their opinion about steve jobs.. which makes the book better than icon,5
"Really, Loved this book. Steve Jobs really did change the world. He lived a miserable life. Please read more about him. If you are a student, then the book Who Was Steve Jobs? Book is very nice. It's very brief and short but tells us everything about him. It's published by Grosset And Dunlap, a part of Puffin Books. (Quick Fact: Did you know Steve Jobs when returned to Apple, paid himself only $1 dollar per year!). Recommend this book to all.",5
Just amazing....!! !,5
"Like the name of the book, the book is itself straightforward, blunt and simple in approach. But dont even think for a moment that Steve Jobs' life was a simple, plain and boring one. He is one of the most complicated personalities to walk on this planet. Storytelling is great and a great job by Walter Isaacson in portraying the most confusing yet extraordinary person in a easy way. (Quick Question: Did you know Steve Jobs owned PIXAR(animation company) and later sold it to Disney?",5
A very good book to read for those who want to achieve something in life...,5
dis z d most influential book i hav ever read .guys must read dis book .its shows me d path & open's d door of immense knowledge.Wht 2 say abt Walter Isaacson....dude u r jst marvelous. thanks flip kart....,5
Awesome delivery and supply chain co-ordination.. I called up your customer care last evening requesting for a possible urgent delivery as I was going out of station. I was not expecting any urgent delivery after having had unpleasant experiences with ebay. But I was pleasantly surprised that the delivery was well before time.. Flipkart you rule !!!!,5
"Got it today morning , have read a couple of pages .Though Jobs didn't opt to pre read the book , but he sure rejected  the cover initially chosen .. The one he has chosen is NEAT and a look that tells a lot about the man , as you would read the book deciphering him .Isaacson's narrative style is quite likable , guess would read his Einstein , Roosevelt ones too post completion of this one.",5
It was amazing. People has to read this.,5
Good book page quality good,5
"Best book ever ,",5
Nice,5
Just awesome book to read And about the page quality … I think it’s quit good and thick Well my main purpose was to know about him and it’s done .,5
Inspires and student must read this book,5
"Absolutely banger, go for it! !",5
Very inspiring book,5
"Simply, one of the best biographies about the greatest innovator of our time. Highly recommended.",5
Very nice,5
Good book for this price.,5
Big thick original book.... Everyone should read this amazing book weather you use apple products or not... And yeah do not buy cheaper versions of the book   they ether give you book by different author   or they make page quality poorer to save cost... Buy this version... Its original and Great,5
original 100% you will try from here,5
The Product was absolutely great it came with great condition...most valuable product in affordable price range.,5
"You might have heard about Steve Jobs and know that he has done something for computers. But after reading this book, you will know that he has entirely changed the way humans live. As much as this is a story of Jobs it's also a story of the rising and fall and the rise of Apple. Must read for business people who want to know why Apple is the way it is today.Steve, wherever you are, your products are insanely great and I aspire to be like you someday. Thanks for everything!",5
The book is really good.,5
It was delivered two days ago Good service. Book is also very good.,5
Loved it,5
"Stay Hungry, Stay Foolish",5
"I'm not a hard-core book reader , but i loved this book because of it's simple language .",5
My blowing story And history behind the Steve jobs,5
I also watched jobs movie but  a life story can't be just covered in those two hrs and this book has got lot to tell u abt  jobs compared to movie,5
came with platic cover   very nice book,5
The Life of a legend Steve JobsIt gives a tonnes of inspiration,5
Great product with great platform..Thanks flipkart.....,5
"This book is so good,and there are so many things to learn",5
Nice,5
"Damn!I genuinely expected the page quality to be very poor as the pirated copies around 300 rupees in market and 400 rupees plus for original....Still got brilliant copy it may be pirated but perfect for reading no no ruined pageSome pictures are are totally blackout but never mind....Great product help me save a good money thanks for the knowledge, brilliant!! !",5
Great book for Learning.,5
Love this product ❤️💕,5
"Great book, full story of apple and Steve jobs. has a lot to learn from. ,👍 Quality was also good. Paper quality was okay and the photos were great. Didn't get any bookmark though.😃",5
Verry good shoping with flipkart and i recomend all of my friends,5
Paper quality is shoddy,5
Best for reading,5
Great book,5
Good book,5
Fantastic book of a fantastic Man.,5
Just recieved just an aursome book all must buy this,5
A good book in a good price Page quality is better in this pricetagI suggest to buy this,5
Got this book for Rs 190. Excellent value for money! Paper quality is great and overall excellent buy..,5
Got this book for Rs.199. Great value!. Must read.,5
Thank you,5
"Its a quite nice book, amazing paper quality in this price range..",5
Definitely a must read book for the ones thinking which book to start with,5
Nice book. Packing wasn't too good. But quality of pages are nice,5
This is an amzing book about steve jobs but some pages print r slightly turned that's only the drawback otherwise all is well,5
Good,5
Best product to me,5
Nice book,5
"Got in perfect condition, value for money. Buy from Keshava book store.",5
Excellent product...great delivary,5
The page quality is poor but the content is huge that can make me motivated....... To work hard.............,5
Great 😲😲😲,5
Amazing,5
Wowwww,5
Extremely grateful to read this book,5
"Great With This Materlistic World, Some Mental Inspiration is also essential flipcart give us. Thanks.",5
"No words for the man, Steve Jobs, about flipcart, as always delivered earlier before the proposed date, goo packaging & service, Thank you.",5
All thing is fine but the paper quality is little bit poor,5
Good delivery within time and nice book.,5
"Must read this book if you want be visionary,and follow your heart. And how to build a long lasting company and great product that last long with an artistic and scientific combination...",5
Nice book.,5
Awesome book,5
I think it's worth reading........ Legendary who changed this world of thinking and took to next level,5
"MOST INSPIRING BOOK EVER!This book changed my perspective towards life!I can talk for a day or two about this book.And now I've read it 5times 😅.I'm not that big fan of Apple's product, I love them but I love Steve more!I just bought it as google told Jobs is founder of Apple, but now this man changed my dreams. This man taught me to DREAM BIG & TO BE BOLD!If you are confused to choose what to do in life, this may show you the way.",5
Best biography book ❤❤,5
"My Favourite ""CEO"" ""Steve Jobs""... He Is A Taraffic, Fabulous, Excellent Leadership On His Company... My Motivation Book Is Steve Jobs Book.... His Is Book Is My Life Changing Book... Please Buy This Book And Read This Book....",5
The one of the best book ever I have . I love the way writer tell. About Steve life I haven't read it all best it quite impressive . Best way to utilities your free time,5
Wow! Impressed with the consistent on-time delivery by flipkart. Paper quality also good. Keep up the good work. Thanks!,5
I am inspired,5
It is great,5
Great book 5 star for delivery and 4 star for page quality,5
The book is 100% Original with a hologram. Thanks Flipkart !! !,5
Such a Good Book that describes each and every moment of Steve Jobs life and his success with every detail.,5
Awesome,5
Excellent ! !,5
nice book,5
Orginal product and came in great quality. Really pleased with flipkart's services. Thank you.,5
Good job,5
Really worth it,5
Nice book..,5
The FlipKart delivery was very good. And also this is the very nice book,5
Amazing book and amazing delivery by Flipkart. Loved every bit of it..,5
Very inspiring book for those who want to make change,5
Best book every one must read,5
I won't say much about this one but if you're passionate about anything this'll teach you how to deal with it. Story of a perfectionist!,5
Light weight and Quality is too Good!,5
Amazing account of life of Steve Jobs.,5
Awesome book,5
I received very early and the quality was goodThanks to flipkartNothing to say about the content as it's a really amazing book.... worth reading,5
He is The Most Amazing Person of this universe,5
A Book that describes Steve Jobs very beautifully.,5
Very nice,5
Amazing book.. Inspirational book,5
The book is awesome l loved it. But book quality is not much good. As you u can see in image,5
Very nice book,5
It's been a long time since I wanted this Book . Finally I got it and I will love to read it and its really a good quality book I was shock by the pages they were so good. Must buy.,5
"Many people are rating the paper quality as bad, but I found it gud in this price.",5
Thanks Flipkart,5
"Overall it's a good one , the author  has illustrated all the moments  genuinely that had happened in Steve's  life, we could able to know about spiritual corner of Steve and also wierd diet plan and abnormal behaviour of an extraordinary man who was so determined  and passionate and innovative aswell .",5
Nice book to know steve jobs.,5
Super,5
Amazing book,5
Good one to read,5
excellent book,5
Great book,5
Good book,5
just amazing,5
Amazing!,5
best biography i ever  read,5
You would love this book if you are a tech enthusiast❤,5
Really nice book and a very superb gift for friend,5
Good book,5
nice,5
The product was so amazing thanks to the Truecome seller..quality for the product is 100% awsome,5
"Great Biography of a Tech Revolutionist , If you are a tech geek you need to read this stuff.🔥",5
he is my inspiration and his story made me to be like him❤️❤️❤️❤️❤️❤️,5
amazing book,5
good quality of book copy,5
nice book.,5
amazing book but the words are very small in size,5
QUALITY OF PAGES WERE NOT GOOD. BUT A AWESOME AUTOBIOGRAPHY BY WALTER ISAACSON,5
this book is very helpful for a creative nature,5
"Book is awesome, one must know about Steve jobs who gave this world so much and now its all digital.Every one must buy this book and Thank you Flipkart for early delivery.",5
"must read,it changed my way of looking at things",5
"very good book, must read",5
Happy !,5
book is very good.delivered very fastly,5
Nice Book,5
Flipkarts delivery is so fast I got my books 2 days early just love the service 😘😘😘 n about book I have just started reading so can't say anything,5
best book ever written,5
the book is great,5
this book is amazing.. I really appreciate the work of the author...,5
you never judge the book,5
excellent,5
Very good book,5
very fabulous book for motivation,5
very good book,5
Great print Quality.,5
Great book. Value for money.,5
It's once in a lifetime experience! Go for it guys!,5
Tech crazy guy...,5
Best book for a person who lose there hope in his life...... Love this book,5
It's an amazing book. It briefly tells about the life of the legendary Steve jobs.,5
"in mid of this book , but I find tjis book much more interesting and resourceful than self help books.This is my first time with biography book",5
"Best book I have read so far. It's very interesting, motivational and at the same time keep you curious about what's next.",5
One of the best motivational books ever,5
Very good book......,5
nice,5
read just read it !,5
Inspiring,5
Best book ever....,5
great book for inspiration and motivation,5
Very good book i appreciate flipkart for this delivery as it taken less time to reach me than mentioned.,5
wonderful book. Well packed. Tnq Ekart.,5
name is enough,5
Really Inspiring..,5
awesome book,5
Great book,5
If u r fan of  Products and steve jobs this Book gonna be a nice one for u,5
Must must must invest on this book✌🏻,5
one of the best  book I ever saw it's just             fasaakk,5
very good,5
Superb book of Steve Jobs by Walter Issacson,5
Awesome! Prompt delivery. Thank you!,5
Everyone should read this book once....truly inspiring,5
Must read book,5
awsm,5
the best book quality attained with flipkart and promising the courier date delivery,5
Must Read. Excellent Service by Flipkart.,5
Got much before the expected date of delivery...thanks to flipkart ofcourse and about the book it's simply awesome and a must read.,5
love it,5
addicted to the book . loved it..! !,5
nice book,5
Excellent book!A must read! !😊😊,5
Nice book,5
Nice book to read. It's a must read book,5
Amazing book by Walter Isaacson. It's a must read for all the tech enthusiasts. Received the book in excellent condition.,5
Must go for it it's a nice book.,5
nice,5
I love this book ... read a pdf but I had to have it in my collection,5
nice,5
product was replaced with good one,5
Should I write something. After all it is Steve Job's biography.,5
"Received a brand new book, in good condition. Got bookmarks. The delivery was super fast. Flipkart is just amazing!!! !",5
"Steve Jobs has always been the one who has inspired me a lot, this book gave me a insight into his life and how the Apple Co. was founded and how Mr. Jobs overcame all the difficulties and always believed in the best and did not settle for anything less than it.",5
One of the best biography i have ever read,5
good,5
Best quality.. Delivered next day,5
"staright forward content from the life and yes recommend it to read once, like this",5
"Delivered Very fast! Amazing Book, Must Read...",5
good,5
good enough for its price,5
must read,5
Great for all age,5
amazing book but the packaging of the book was so tight that it created a bend around the c corners so condition of the book got damaged.The story of Steve Jobs is inspiring .,5
Good product... Love the package,5
Our mind will be changed after read this bookNice thanks for flipkart fast delivery,5
awesome,5
The best book about the best person!¡!¡,5
How can you not love this book.,5
super,5
good read,5
the pages are quite bad but I could say that if your not a good reader like me and does use for while .then these is the best product you have to buy,5
The book was delivered in three days. I bought it for 320 + 40 delivery charge. The book was in excellent condition. There was a book mark too. I am very happy with the product.,5
great book to read,5
Nice but bad paper quality,5
Awesome,5
"Great Book. Perfect Quality.....and man, pretty quick delivery.Received very next day 😊😊",5
A fabul fable on the life of such a legend.Hats off to Steve Jobs and Walter Isaacson,5
GOOD BOOK,5
awsum,5
Great,5
Delighted to have this on time!,5
Amazing book. nice read.,5
Osum book...intresting to read and damnn motivating,5
The book is well can be getting a milk of juice in coconut and the it will shows life of apple 🍏 near to the blood cells of human being.,5
A great book,5
"Everything was just as fine as it needed to be, but bookmark nahi bheja is Baar!",5
Well ! Love dis book,5
awesome,5
Nice book. Inspirational.,5
Nice service by Flipkart. Loved the packing and quality of book,5
What's your expectationsWill satisfy,5
"""Best Book"" about ""Great Visionary""..!",5
